,Words,Words_0,Weights_0,Words_1,Weights_1,Words_2,Weights_2,Words_3,Weights_3,Words_4,Weights_4
765,select,soni,0.0,messag,0.0,simpl,0.0075187969924811904,train,0.0,imagin,0.004310344827586184
766,sell,against,0.0,mission,0.0,would,0.0075187969924811904,resourc,0.0,six,0.004310344827586183
767,send,cinema,0.0,miss,0.0,3d,0.0075187969924811904,request,0.0,catch,0.004310344827586183
768,seri,class,0.0,minecraft,0.0,area,0.0075187969924811904,repres,0.0,cute,0.0043103448275861826
769,seriou,servic,0.0,mind,0.0,guarante,0.0075187969924811904,memor,0.0,commerci,0.004310344827586182
770,serv,serv,0.0,million,0.0,frozen,0.0075187969924811904,minecraft,0.0,space,0.004310344827586181
771,servic,achiev,0.0,might,0.0,night,0.0075187969924811904,mind,0.0,voic,0.004310344827586181
772,sesam,sin,0.0,middl,0.0,marvel,0.0075187969924811904,million,0.0,visual,0.004310344827586181
773,set,nick,0.0,mickey,0.0,request,0.0075187969924811904,might,0.0,cat,0.004310344827586181
774,sever,direct,0.0,michael,0.0,futur,0.0075187969924811904,middl,0.0,cake,0.004310344827586181
775,share,ltd,0.0,miami,0.0,appear,0.0075187969924811904,mickey,0.0,via,0.004310344827586181
776,she,turn,0.0,mi,0.0,unbox,0.0075187969924811904,miami,0.0,aim,0.004310344827586181
777,shemaroo,king,0.0,mexico,0.0,train,0.0075187969924811904,mi,0.0,advic,0.004310344827586181
778,shoot,kinocheck,0.0,merch,0.0,drag,0.0075187969924811904,mexico,0.0,devot,0.004310344827586181
779,shop,perfect,0.0,mobil,0.0,chri,0.0075187969924811904,messag,0.0,basic,0.004310344827586181
780,short,la,0.0,mention,0.0,possibl,0.00751879699248119,merch,0.0,close,0.004310344827586181
781,should,label,0.0,memor,0.0,small,0.00751879699248119,mention,0.0,discus,0.004310344827586181
782,show,languag,0.0,member,0.0,same,0.00751879699248119,member,0.0,opportun,0.004310344827586181
783,showcas,larg,0.0,mehndi,0.0,notif,0.00751879699248119,report,0.0,king,0.00431034482758618
784,si,latest,0.0,mehendi,0.0,preschool,0.00751879699248119,mehndi,0.0,30,0.00431034482758618
785,sign,turk,0.0,medium,0.0,bhajan,0.00751879699248119,mehendi,0.0,sell,0.00431034482758618
786,simpl,launch,0.0,me,0.0,discus,0.00751879699248119,meet,0.0,joke,0.00431034482758618
787,sin,pentatonix,0.0,mbc,0.0,monday,0.00751879699248119,medium,0.0,format,0.00431034482758618
788,sinc,le,0.0,mayb,0.0,reach,0.00751879699248119,mbc,0.0,motion,0.00431034482758618
789,sing,leader,0.0,matur,0.0,eat,0.00751879699248119,mayb,0.0,happen,0.00431034482758618
790,singer,tune,0.0,mattybrap,0.0,engin,0.00751879699248119,matur,0.0,limit,0.00431034482758618
791,singl,length,0.0,matter,0.0,organ,0.00751879699248119,mattybrap,0.0,achiev,0.00431034482758618
792,sister,tu,0.0,mix,0.0,done,0.007518796992481189,matter,0.0,tell,0.00431034482758618
793,site,librari,0.0,modern,0.0,imagin,0.007518796992481189,matt,0.0,platinum,0.00431034482758618
794,six,lifestyl,0.0,record,0.0,john,0.007518796992481189,materi,0.0,line,0.00431034482758618
795,sketch,zeeq,0.0,much,0.0,topic,0.007518796992481189,master,0.0,those,0.00431034482758618
796,skill,limit,0.0,need,0.0,de,0.007518796992481189,miss,0.0,malayalam,0.004310344827586177
797,skit,past,0.0,ndtv,0.0,law,0.007518796992481189,mission,0.0,high,0.0043103448275861765
798,small,list,0.0,natur,0.0,street,0.007518796992481188,mobil,0.0,book,0.0043103448275861765
799,smithsonian,partner,0.0,nation,0.0,fire,0.007518796992481188,mod,0.0,lover,0.004310344827586176
800,snapchat,lo,0.0,nail,0.0,decid,0.007518796992481187,need,0.0,did,0.004310344827586176
801,sneak,tutori,0.0,nadu,0.0,tech,0.007518796992481187,ndtv,0.0,purpos,0.004310344827586176
802,so,khan,0.0,mysteri,0.0,front,0.007518796992481187,natur,0.0,gamer,0.004310344827586176
803,social,ke,0.0,year,0.0,bear,0.007518796992481187,nation,0.0,2015,0.004310344827586176
804,sold,industri,0.0,musician,0.0,gamer,0.007518796992481186,nail,0.0,list,0.004310344827586173
805,solo,plan,0.0,music,0.0,hey,0.007518796992481185,nadu,0.0,arab,0.004310344827586172
806,some,system,0.0,multipl,0.0,dan,0.007518796992481185,mysteri,0.0,respect,0.004310344827586172
807,someth,huge,0.0,mucho,0.0,club,0.007518796992481185,musician,0.0,befor,0.004310344827586171
808,sometim,humor,0.0,mr,0.0,podcast,0.007518796992481184,multipl,0.0,youll,0.004310344827586171
809,somoy,theater,0.0,mom,0.0,clean,0.007518796992481184,mucho,0.0,five,0.004310344827586171
810,song,pitbul,0.0,movieclip,0.0,space,0.007518796992481184,much,0.0,publish,0.00431034482758617
811,songwrit,im,0.0,moviebox,0.0,adventur,0.007518796992481182,mr,0.0,repres,0.00431034482758617
812,soni,pioneer,0.0,movi,0.0,cartoon,0.007518796992481182,movieclip,0.0,born,0.00431034482758617
813,soon,incred,0.0,motion,0.0,highlight,0.007518796992481181,moviebox,0.0,continu,0.004310344827586167
814,sound,independ,0.0,mother,0.0,how,0.007518796992481178,movi,0.0,age,0.004310344827586167
815,sourc,india,0.0,mostli,0.0,googl,0.007518796992481178,motion,0.0,pvt,0.004310344827586167
816,south,pilot,0.0,most,0.0,android,0.007518796992481171,mother,0.0,whether,0.004310344827586167
817,space,karaok,0.0,morn,0.0,tutori,0.007518796992481171,mostli,0.0,realiti,0.004310344827586167
818,speak,innov,0.0,month,0.0,wednesday,0.007518796992481168,most,0.0,machin,0.004310344827586165
819,special,insid,0.0,monster,0.0,stuff,0.0075187969924811575,morn,0.0,even,0.004310344827586165
820,specif,intern,0.0,monday,0.0,mail,0.007518796992481154,month,0.0,veri,0.0043103448275861635
821,sport,internet,0.0,moment,0.0,real,0.007518796992481154,monster,0.0,audio,0.004310344827586162
822,spot,physic,0.0,matt,0.0,hello,0.007518796992481154,monday,0.0,both,0.00431034482758616
823,spotifi,john,0.0,materi,0.0,lot,0.0075187969924811505,moment,0.0,anyth,0.00431034482758616
824,sri,twenti,0.0,master,0.0,am,0.0075187969924811505,mom,0.0,hit,0.00431034482758616
825,stage,photo,0.0,legend,0.0,friend,0.007518796992481147,marvel,0.0,each,0.0043103448275861565
826,star,tvb,0.0,listen,0.0,design,0.00751879699248114,market,0.0,platform,0.004310344827586153
827,start,phenomen,0.0,list,0.0,la,0.0075187969924810985,mark,0.0,singer,0.004310344827586153
828,state,kannada,0.0,link,0.0,disney,0.007518796992481036,lifestyl,0.0,surpris,0.004310344827586151
829,stay,lover,0.0,line,0.0,toy,0.0,licens,0.0,bbc,0.00431034482758615
830,still,lul,0.0,limit,0.0,mother,0.0,librari,0.0,believ,0.00431034482758615
831,stop,director,0.0,zeeq,0.0,un,0.0,let,0.0,hd,0.00431034482758615
832,stori,parti,0.0,lifestyl,0.0,vine,0.0,length,0.0,worldwid,0.00431034482758615
833,stream,middl,0.0,licens,0.0,arcad,0.0,lego,0.0,distribut,0.004310344827586143
834,street,thriller,0.0,librari,0.0,hack,0.0,legend,0.0,bollywood,0.002155172413793517
835,strong,through,0.0,let,0.0,telli,0.0,leav,0.0,matt,0.0021551724137930926
836,studio,mission,0.0,length,0.0,ultra,0.0,learn,0.0,morn,0.0021551724137930882
837,stuff,modern,0.0,work,0.0,mar,0.0,leader,0.0,mention,0.0021551724137930882
838,style,ofici,0.0,leav,0.0,big,0.0,le,0.0,nail,0.002155172413793088
839,su,moment,0.0,marvel,0.0,teen,0.0,law,0.0,gear,0.002155172413793088
840,submit,offer,0.0,leader,0.0,appl,0.0,launch,0.0,decid,0.002155172413793088
841,subscrib,off,0.0,lead,0.0,io,0.0,laugh,0.0,pst,0.002155172413793087
842,success,morn,0.0,le,0.0,kinder,0.0,latest,0.0,rule,0.002155172413793087
843,such,tollywood,0.0,law,0.0,teacher,0.0,last,0.0,nick,0.002155172413793087
844,sunday,mother,0.0,launch,0.0,teach,0.0,larg,0.0,against,0.002155172413793087
845,super,moviebox,0.0,laugh,0.0,te,0.0,languag,0.0,strong,0.002155172413793087
846,superhit,movieclip,0.0,latest,0.0,grand,0.0,label,0.0,phenomen,0.002155172413793087
847,superstar,ntv,0.0,last,0.0,mattybrap,0.0,la,0.0,present,0.002155172413793086
848,support,mucho,0.0,largest,0.0,main,0.0,known,0.0,would,0.002155172413793086
849,sure,todo,0.0,languag,0.0,matur,0.0,know,0.0,safe,0.002155172413793086
850,surpris,mysteri,0.0,label,0.0,makeup,0.0,kinocheck,0.0,east,0.002155172413793086
851,system,nadu,0.0,la,0.0,york,0.0,king,0.0,contain,0.002155172413793086
852,take,nollywood,0.0,littl,0.0,boy,0.0,kinder,0.0,futur,0.002155172413793086
853,talent,nation,0.0,live,0.0,yourself,0.0,kind,0.0,formula,0.002155172413793085
854,talk,natur,0.0,lo,0.0,vlog,0.0,life,0.0,michael,0.002155172413793085
855,tamil,ndtv,0.0,local,0.0,ma,0.0,zeeq,0.0,pc,0.002155172413793085
856,te,nerf,0.0,martin,0.0,worship,0.0,mario,0.0,beyond,0.0021551724137930835
857,teach,news,0.0,market,0.0,advic,0.0,limit,0.0,magic,0.0021551724137930835
858,teacher,miami,0.0,mark,0.0,adult,0.0,marathi,0.0,guarante,0.0021551724137930835
859,team,mi,0.0,mario,0.0,lo,0.0,mar,0.0,father,0.0021551724137930826
860,tech,messag,0.0,marathi,0.0,wife,0.0,mani,0.0,faith,0.0021551724137930826
861,technolog,mark,0.0,mar,0.0,basic,0.0,manag,0.0,martin,0.0021551724137930826
862,teen,trailer,0.0,mani,0.0,junior,0.0,malayalam,0.0,ask,0.0021551724137930826
863,televis,madonna,0.0,manag,0.0,bad,0.0,makeup,0.0,plenti,0.0021551724137930826
864,tell,magic,0.0,malayalam,0.0,tri,0.0,major,0.0,indonesia,0.0021551724137930826
865,telli,mahindra,0.0,makeup,0.0,gumbal,0.0,main,0.0,mayb,0.0021551724137930826
866,telugu,major,0.0,york,0.0,bean,0.0,mail,0.0,wife,0.0021551724137930826
867,thailand,makeup,0.0,major,0.0,babi,0.0,mahindra,0.0,frozen,0.0021551724137930826
868,than,malayalam,0.0,main,0.0,hbo,0.0,magic,0.0,chri,0.0021551724137930826
869,thank,para,0.0,mahindra,0.0,todo,0.0,madonna,0.0,harri,0.0021551724137930826
870,thanthi,mar,0.0,magic,0.0,gun,0.0,made,0.0,disclaim,0.0021551724137930826
871,theater,marathi,0.0,madonna,0.0,guy,0.0,ma,0.0,tollywood,0.0021551724137930817
872,them,thousand,0.0,made,0.0,trick,0.0,lul,0.0,clean,0.0021551724137930817
873,then,market,0.0,machin,0.0,machin,0.0,ltd,0.0,unbox,0.0021551724137930817
874,there,memor,0.0,ma,0.0,tu,0.0,lover,0.0,cabl,0.0021551724137930817
875,these,martin,0.0,lyric,0.0,tip,0.0,love,0.0,movieclip,0.0021551724137930817
876,they,marvel,0.0,lul,0.0,littl,0.0,lot,0.0,fandango,0.0021551724137930817
877,thi,matter,0.0,ltd,0.0,thursday,0.0,look,0.0,huge,0.002155172413793081
878,thing,mattybrap,0.0,lover,0.0,tuesday,0.0,local,0.0,again,0.002155172413793081
879,think,orient,0.0,lot,0.0,lul,0.0,listen,0.0,david,0.00215517241379308
880,those,mbc,0.0,look,0.0,musician,0.0,list,0.0,fgteev,0.00215517241379308
881,thousand,tour,0.0,ye,0.0,mario,0.0,link,0.0,pioneer,0.002155172413793079
882,three,organ,0.0,network,0.0,begin,0.0,line,0.0,satellit,0.0021551724137930783
883,thriller,mehendi,0.0,never,0.0,there,0.0,nerf,0.0,valu,0.0021551724137930783
884,through,mehndi,0.0,possibl,0.0,mucho,0.0,network,0.0,law,0.0021551724137930774
885,thursday,member,0.0,product,0.0,twenti,0.0,never,0.0,still,0.0021551724137930774
886,time,hous,0.0,produc,0.0,japanes,0.0,public,0.0,form,0.0021551724137930774
887,tip,planet,0.0,prestig,0.0,guid,0.0,provid,0.0,weve,0.0021551724137930774
888,titl,hottest,0.0,press,0.0,patrol,0.0,promot,0.0,bhojpuri,0.0021551724137930774
889,today,hot,0.0,present,0.0,should,0.0,project,0.0,concert,0.0021551724137930774
890,todo,receiv,0.0,preschool,0.0,su,0.0,programm,0.0,search,0.0021551724137930774
891,togeth,extens,0.0,premium,0.0,random,0.0,program,0.0,50,0.0021551724137930774
892,tollywood,rang,0.0,premier,0.0,hop,0.0,profession,0.0,banner,0.0021551724137930774
893,too,eye,0.0,prank,0.0,park,0.0,produc,0.0,distributor,0.0021551724137930774
894,top,radio,0.0,practic,0.0,purpos,0.0,prestig,0.0,earth,0.0021551724137930774
895,topic,factor,0.0,power,0.0,hope,0.0,press,0.0,footag,0.0021551724137930774
896,tour,fail,0.0,post,0.0,est,0.0,present,0.0,rare,0.0021551724137930774
897,toy,race,0.0,posit,0.0,espn,0.0,preschool,0.0,oh,0.0021551724137930765
898,track,famou,0.0,plant,0.0,que,0.0,premium,0.0,japanes,0.0021551724137930765
899,tradit,fandango,0.0,portal,0.0,epic,0.0,premier,0.0,war,0.0021551724137930765
900,trailer,fantasi,0.0,popular,0.0,parent,0.0,prank,0.0,200,0.0021551724137930765
901,train,father,0.0,pop,0.0,enquiri,0.0,practic,0.0,rate,0.0021551724137930765
902,transform,viral,0.0,polit,0.0,funniest,0.0,power,0.0,partnership,0.0021551724137930765
903,travel,que,0.0,point,0.0,en,0.0,possibl,0.0,gma,0.002155172413793073
904,trend,festiv,0.0,podcast,0.0,everyday,0.0,posit,0.0,gun,0.002155172413793073
905,tri,put,0.0,plu,0.0,elev,0.0,portal,0.0,length,0.002155172413793073
906,trick,vine,0.0,plenti,0.0,egg,0.0,popular,0.0,major,0.002155172413793073
907,trust,fifa,0.0,plea,0.0,might,0.0,pop,0.0,shemaroo,0.0021551724137930713
908,tu,punjabi,0.0,playlist,0.0,mickey,0.0,polit,0.0,compris,0.0021551724137930713
909,tuesday,public,0.0,player,0.0,lego,0.0,point,0.0,alreadi,0.0021551724137930713
910,tune,finest,0.0,platinum,0.0,miami,0.0,podcast,0.0,punjabi,0.0021551724137930713
911,turk,programm,0.0,profession,0.0,gameplay,0.0,po,0.0,car,0.002155172413793068
912,turn,program,0.0,program,0.0,dog,0.0,pst,0.0,egg,0.002155172413793068
913,tutori,telli,0.0,programm,0.0,recruit,0.0,publish,0.0,superstar,0.0021551724137930627
914,tv,prestig,0.0,project,0.0,red,0.0,plea,0.0,librari,0.0021551724137930627
915,tvb,ever,0.0,recip,0.0,remov,0.0,punjabi,0.0,doe,0.0021551724137930627
916,twenti,etc,0.0,recent,0.0,pst,0.0,remov,0.0,sold,0.002155172413793059
917,twitch,et,0.0,receiv,0.0,parodi,0.0,releas,0.0,grammi,0.002155172413793059
918,twitter,earth,0.0,realli,0.0,nail,0.0,relat,0.0,dj,0.002155172413793059
919,two,discov,0.0,realiti,0.0,hilari,0.0,region,0.0,three,0.0021551724137930557
920,uk,resourc,0.0,read,0.0,fortnit,0.0,red,0.0,venu,0.0021551724137930453
921,ultim,distributor,0.0,reach,0.0,peek,0.0,recruit,0.0,south,0.002155172413793042
922,ultra,dj,0.0,rate,0.0,month,0.0,record,0.0,decad,0.0021551724137930314
923,un,weekday,0.0,rare,0.0,footbal,0.0,recip,0.0,largest,0.002155172413793021
924,unbox,documentari,0.0,rang,0.0,monster,0.0,recent,0.0,award,0.0021551724137929967
925,under,down,0.0,random,0.0,pilot,0.0,receiv,0.0,among,0.0
926,uniqu,drag,0.0,radio,0.0,mom,0.0,realli,0.0,haryanvi,0.0
927,unit,drama,0.0,race,0.0,fifa,0.0,real,0.0,wamindia,0.0
928,univers,drive,0.0,question,0.0,fgteev,0.0,read,0.0,western,0.0
929,up,dub,0.0,que,0.0,plant,0.0,reach,0.0,madonna,0.0
930,upcom,east,0.0,qualiti,0.0,player,0.0,rate,0.0,him,0.0
931,updat,espn,0.0,pvt,0.0,po,0.0,rare,0.0,win,0.0
932,upload,edg,0.0,put,0.0,prestig,0.0,rang,0.0,karaok,0.0
933,usa,region,0.0,purpos,0.0,modern,0.0,random,0.0,kannada,0.0
934,use,websit,0.0,punjabi,0.0,mod,0.0,radio,0.0,kinder,0.0
935,valu,elev,0.0,publish,0.0,hip,0.0,race,0.0,kinocheck,0.0
936,varieti,en,0.0,public,0.0,friendli,0.0,question,0.0,larg,0.0
937,variou,enabl,0.0,pst,0.0,failarmi,0.0,que,0.0,lego,0.0
938,venu,end,0.0,provid,0.0,prank,0.0,qualiti,0.0,abc,0.0
939,veri,engag,0.0,promot,0.0,historico,0.0,pvt,0.0,zeeq,0.0
940,vevo,recruit,0.0,platform,0.0,extra,0.0,put,0.0,ye,0.0
941,via,war,0.0,planet,0.0,exist,0.0,plenti,0.0,inappropri,0.0
942,video,wamindia,0.0,news,0.0,minecraft,0.0,playlist,0.0,ltd,0.0
943,view,footbal,0.0,offici,0.0,everywher,0.0,new,0.0,hundr,0.0
944,viewer,forefront,0.0,page,0.0,disclaim,0.0,parodi,0.0,vocal,0.0
945,vine,form,0.0,own,0.0,direct,0.0,parent,0.0,howev,0.0
946,viral,thanthi,0.0,over,0.0,riya,0.0,para,0.0,wish,0.0
947,visit,had,0.0,origin,0.0,sometim,0.0,page,0.0,horror,0.0
948,visual,hai,0.0,orient,0.0,si,0.0,own,0.0,master,0.0
949,vlog,podcast,0.0,organ,0.0,sin,0.0,over,0.0,hardcor,0.0
950,vocal,hardcor,0.0,opportun,0.0,sister,0.0,other,0.0,somoy,0.0
951,voic,harri,0.0,oper,0.0,goal,0.0,organ,0.0,hard,0.0
952,wa,haryanvi,0.0,onlin,0.0,cnn,0.0,opportun,0.0,titl,0.0
953,wamindia,hbo,0.0,onli,0.0,skit,0.0,oper,0.0,pick,0.0
954,want,he,0.0,old,0.0,clever,0.0,onlin,0.0,failarmi,0.0
955,war,health,0.0,ofici,0.0,sneak,0.0,onli,0.0,pitbul,0.0
956,watch,plenti,0.0,offer,0.0,god,0.0,oh,0.0,plant,0.0
957,way,her,0.0,plan,0.0,mostli,0.0,ofici,0.0,thanthi,0.0
958,web,un,0.0,off,0.0,choi,0.0,off,0.0,point,0.0
959,websit,gun,0.0,nurseri,0.0,charact,0.0,nurseri,0.0,engin,0.0
960,wednesday,platinum,0.0,number,0.0,roblox,0.0,number,0.0,programm,0.0
961,week,highest,0.0,ntv,0.0,challeng,0.0,ntv,0.0,dub,0.0
962,weekday,highlight,0.0,now,0.0,cat,0.0,now,0.0,catalogu,0.0
963,weekli,him,0.0,notif,0.0,mehndi,0.0,notif,0.0,director,0.0
964,welcom,hindi,0.0,not,0.0,ink,0.0,not,0.0,riya,0.0
965,well,hip,0.0,nollywood,0.0,cancion,0.0,nollywood,0.0,decor,0.0
966,were,histori,0.0,nintendo,0.0,canal,0.0,nintendo,0.0,choi,0.0
967,western,historico,0.0,night,0.0,mehendi,0.0,night,0.0,sab,0.0
968,weve,hop,0.0,nick,0.0,camera,0.0,next,0.0,consid,0.0
969,what,ultra,0.0,next,0.0,nerf,0.0,news,0.0,coach,0.0
970,when,horror,0.0,para,0.0,cake,0.0,park,0.0,collabor,0.0
971,whether,univers,0.0,parent,0.0,ca,0.0,part,0.0,compos,0.0
972,while,point,0.0,park,0.0,pc,0.0,player,0.0,combin,0.0
973,who,format,0.0,parodi,0.0,shoot,0.0,parti,0.0,smithsonian,0.0
974,whole,usa,0.0,place,0.0,nintendo,0.0,play,0.0,thriller,0.0
975,wide,formula,0.0,pitbul,0.0,inappropri,0.0,platinum,0.0,pentatonix,0.0
976,wife,four,0.0,pioneer,0.0,mi,0.0,platform,0.0,guin,0.0
977,wild,venu,0.0,pinterest,0.0,girl,0.0,plant,0.0,final,0.0
978,will,variou,0.0,pilot,0.0,del,0.0,planet,0.0,arcad,0.0
979,win,front,0.0,pictur,0.0,decor,0.0,plan,0.0,mom,0.0
980,wish,premium,0.0,pick,0.0,safe,0.0,place,0.0,moviebox,0.0
981,without,prank,0.0,physic,0.0,oh,0.0,pioneer,0.0,asia,0.0
982,woman,practic,0.0,photo,0.0,mexico,0.0,pinterest,0.0,gmm,0.0
983,word,power,0.0,phenomen,0.0,save,0.0,pilot,0.0,audit,0.0
984,work,telugu,0.0,write,0.0,da,0.0,pictur,0.0,multipl,0.0
985,world,georg,0.0,permiss,0.0,cute,0.0,pick,0.0,away,0.0
986,worldwid,portal,0.0,perform,0.0,ofici,0.0,physic,0.0,usa,0.0
987,worship,guin,0.0,perfect,0.0,nurseri,0.0,photo,0.0,mysteri,0.0
988,would,global,0.0,peopl,0.0,happi,0.0,phenomen,0.0,georg,0.0
989,write,globe,0.0,pentatonix,0.0,craziest,0.0,person,0.0,bangladesh,0.0
990,ye,gma,0.0,peek,0.0,crazi,0.0,permiss,0.0,ndtv,0.0
991,year,gmm,0.0,pc,0.0,craft,0.0,perfect,0.0,nerf,0.0
992,york,upcom,0.0,patrol,0.0,sea,0.0,pentatonix,0.0,nollywood,0.0
993,youll,goal,0.0,past,0.0,hunt,0.0,peek,0.0,ntv,0.0
994,young,golden,0.0,passion,0.0,im,0.0,pc,0.0,tvb,0.0
995,yourself,thailand,0.0,partnership,0.0,cooki,0.0,patrol,0.0,turk,0.0
996,youtub,gossip,0.0,partner,0.0,send,0.0,past,0.0,four,0.0
997,zee,group,0.0,parti,0.0,sesam,0.0,passion,0.0,forefront,0.0
998,zeeq,polit,0.0,part,0.0,con,0.0,partner,0.0,tradit,0.0
999,zombi,visual,0.0,10,0.0,zombi,0.0,10,0.0,zombi,0.0
